organisation,federalState,media,transferType,period,amount
"Stadt Wien","AT-9","Wohnen WIEN/NÖ",2,20171,157697
"Stadt Wien","AT-9","Wohnzeit",2,20171,11211
"Stadt Wien","AT-9","Woman",2,20171,29448
"Stadt Wien","AT-9","derstandard.at",2,20171,44999
"Stadt Wien","AT-9","diepresse.com",2,20171,15545
"Stadt Wien","AT-9","heute.at",2,20171,51999
"Stadt Wien","AT-9","krone.at",2,20171,36999
"Stadt Wien","AT-9","kurier.at",2,20171,25355
"Stadt Wien","AT-9","madonna24.at",2,20171,11500
"Stadt Wien","AT-9","netdoktor.at",2,20171,6287
"Stadt Wien","AT-9","news.at",2,20171,5000
"Stadt Wien","AT-9","oe24.at",2,20171,61150
"Stadt Wien","AT-9","vienna.at",2,20171,16860
"Stadt Wien","AT-9","willhaben.at",2,20171,11000
"Stadt Wien","AT-9","woman.at",2,20171,6559
"Stadt Wien","AT-9","Yeni Vatan Gazetesi",2,20171,5723
"Stadt Wien","AT-9","zuHause",2,20171,39975
"Stadt Wien","AT-9","Österreich",2,20171,375125
"Stadt Wien Marketing GmbH","AT-9","ExtraDienst",2,20171,10500
"Stadt Wien Marketing GmbH","AT-9","Kronen Zeitung",2,20171,76656
"Stadt Wien Marketing GmbH","AT-9","look!wienlive",2,20171,57778
"Stadt Wien Marketing GmbH","AT-9","medianet",2,20171,6500
"Stadt Wien Marketing GmbH","AT-9","Opinion Leaders Network Newsletter",2,20171,7000
"Stadt Wien Marketing GmbH","AT-9","ORF 2",2,20171,9060
"Stadt Wien Marketing GmbH","AT-9","ORF Radio Wien",2,20171,12940
"Stadt Wien Marketing GmbH","AT-9","Wien Live",2,20171,11037
"Stadtgemeinde Amstetten","AT-3","Mostviertel Magazin",2,20171,8624
"Stadtgemeinde Bregenz","AT-8","Bregenzer Blättle",2,20171,13626
"Stadtgemeinde Bruck an der Mur","AT-6","HiWay-TV",2,20171,11520
"Stadtgemeinde Bruck an der Mur","AT-6","MEMA TV",2,20171,5095
"Stadtgemeinde Feldkirch","AT-8","Feldkircher Anzeiger",2,20171,20911
"Stadtgemeinde Kapfenberg","AT-6","HiWay-TV",2,20171,8400
"Stadtgemeinde Leoben","AT-6","HiWay-TV",2,20171,7560
"Stadtgemeinde Leonding","AT-4","LT1",2,20171,12000
"Stadtgemeinde Leonding","AT-4","ORF Radio Oberösterreich",2,20171,7936
"Stadtgemeinde Marchtrenk","AT-4","MTW",2,20171,5922
"Stadtgemeinde Traiskirchen","AT-3","N1 Niederösterreich TV",2,20171,9440
"Stadtgemeinde Traun","AT-4","LLTV",2,20171,12750
"Stadtgemeinde Tulln an der Donau","AT-3","ORF 2",2,20171,19080
"Stadttheater Klagenfurt OG","AT-2","Kleine Zeitung",2,20171,9675
"Stadtwerke Bruck an der Mur GmbH","AT-6","Obersteirische Rundschau",2,20171,5776
"Stadtwerke Judenburg Aktiengesellschaft","AT-6","Kanal 3",2,20171,7808
"Stadtwerke Kapfenberg GmbH","AT-6","HiWay-TV",2,20171,8400
"Stadtwerke Kapfenberg GmbH","AT-6","Obersteirische Rundschau",2,20171,5428
"Stadtwerke Kapfenberg GmbH","AT-6","Woche Steiermark",2,20171,17201
"Stadtwerke Klagenfurt Aktiengesellschaft","AT-2","Infoscreen",2,20171,10490
"Stadtwerke Klagenfurt Aktiengesellschaft","AT-2","Kronen Zeitung",2,20171,5022
"Steiermärkische Krankenanstaltengesellschaft m.b.H.","AT-6","Grazetta",2,20171,6300
"Steiermärkische Krankenanstaltengesellschaft m.b.H.","AT-6","Woche Steiermark",2,20171,8210
"Steiermärkische Rechtsanwaltskammer","AT-6","Kronen Zeitung",2,20171,5236
"Steirische Tourismus GmbH","AT-6","ArtundReise",2,20171,7757
"Steirische Tourismus GmbH","AT-6","Augsburger Allgemeine",2,20171,9579
"Steirische Tourismus GmbH","AT-6","Berliner Morgenpost",2,20171,9450
"Steirische Tourismus GmbH","AT-6","Checkit Magazin",2,20171,9980
"Steirische Tourismus GmbH","AT-6","Der Standard",2,20171,15750
"Steirische Tourismus GmbH","AT-6","Die Oberösterreicherin",2,20171,5120
"Steirische Tourismus GmbH","AT-6","Eltern Family",2,20171,7466
"Steirische Tourismus GmbH","AT-6","facebook.com",2,20171,6262
"Steirische Tourismus GmbH","AT-6","Homes & Gardens",2,20171,5980
"Steirische Tourismus GmbH","AT-6","Kronen Zeitung",2,20171,43300
"Steirische Tourismus GmbH","AT-6","Kurier",2,20171,23560
"Steirische Tourismus GmbH","AT-6","Münchner Merkur",2,20171,15200
"Steirische Tourismus GmbH","AT-6","Nürnberger Nachrichten",2,20171,5819
"Steirische Tourismus GmbH","AT-6","Skylife",2,20171,13200
"Steirische Tourismus GmbH","AT-6","SkylifeBusiness",2,20171,13200
"Steirische Tourismus GmbH","AT-6","Süddeutsche Zeitung",2,20171,34140
"Steirische Tourismus GmbH","AT-6","Thüringer Allgemeine Zeitung",2,20171,6672
"Steirische Verkehrsverbund Gesellschaft m.b.H.","AT-6","JOURNAL GRAZ",2,20171,5800
"Steirischer Landestiergarten GmbH","AT-6","Antenne Steiermark",2,20171,12250
"SWITCH Energievertriebsgesellschaft m.b.H.","AT-9","Kronen Zeitung",2,20171,18720
"Tanzquartier-Wien GmbH","AT-9","Der Standard",2,20171,8176
"Tanzquartier-Wien GmbH","AT-9","Infoscreen",2,20171,5371
"Technische Universität Graz","AT-6","Kleine Zeitung",2,20171,18168
"Technische Universität Wien","AT-9","Der Standard",2,20171,6266
"Technische Universität Wien","AT-9","Die Presse",2,20171,8359
"Technische Universität Wien","AT-9","diepresse.com",2,20171,5033
"Technische Universität Wien","AT-9","skylines",2,20171,5350
"Theater Baden Betriebsgesellschaft m.b.H.","AT-3","Österreich",2,20171,5225
"Theater in der Josefstadt Betriebsgesellschaft m.b.H.","AT-9","Der Standard",2,20171,6016
"Theaterservice Graz GmbH","AT-6","Kleine Zeitung",2,20171,15000
"TIGAS-Erdgas Tirol GmbH","AT-7","ORF Radio Tirol",2,20171,6629
"TIGAS-Erdgas Tirol GmbH","AT-7","Tiroler Tageszeitung",2,20171,25260
"Tirol Werbung GmbH","AT-7","ORF eins",2,20171,27177
"Tirol Werbung GmbH","AT-7","ORF Radio Tirol",2,20171,15000
"Tirol Werbung GmbH","AT-7","Saison Tirol",2,20171,20850
"Tirol Werbung GmbH","AT-7","Tiroler Tageszeitung",2,20171,10698
"Tirol Werbung GmbH","AT-7","orf.at",2,20171,12060
"Tiroler Flughafenbetriebsgesellschaft m.b.H.","AT-7","Dolomiten",2,20171,8505
"Tiroler Flughafenbetriebsgesellschaft m.b.H.","AT-7","Kronen Zeitung",2,20171,7160
"Tiroler Flughafenbetriebsgesellschaft m.b.H.","AT-7","ORF Radio Tirol",2,20171,6500
"Tiroler Flughafenbetriebsgesellschaft m.b.H.","AT-7","Stadtblatt Innsbruck",2,20171,5520
"Tiroler Flughafenbetriebsgesellschaft m.b.H.","AT-7","Tiroler Tageszeitung",2,20171,8544
"Tiroler Flughafenbetriebsgesellschaft m.b.H.","AT-7","tt.com",2,20171,8400
"Tiroler Gebietskrankenkasse","AT-7","ORF 2",2,20171,8000
"Tiroler Gebietskrankenkasse","AT-7","Tiroler Tageszeitung",2,20171,35114
"Tiroler gemeinnützige Wohnungsbau- und Siedlungsgesellschaft m.b.H.","AT-7","Tiroler Tageszeitung",2,20171,16787
"Tiroler Landesmuseen- Betriebsgesellschaft m.b.H.","AT-7","Life Radio",2,20171,7500
"Tiroler Landesmuseen- Betriebsgesellschaft m.b.H.","AT-7","Parnass",2,20171,6320
"Tiroler Landesmuseen- Betriebsgesellschaft m.b.H.","AT-7","Tiroler Tageszeitung",2,20171,5589
"Tiroler Rechtsanwaltskammer","AT-7","ORF 2",2,20171,12420
"Tiroler Rechtsanwaltskammer","AT-7","Tiroler Tageszeitung",2,20171,14813
"Tiroler Zukunftsstiftung","AT-7","Tiroler Tageszeitung",2,20171,25874
"TIWAG-Tiroler Wasserkraft AG","AT-7","ORF Radio Tirol",2,20171,21456
"TMG Turracher Höhe Marketing GmbH","AT-6","Hitradio Ö3",2,20171,31639
"TU Career Center GmbH","AT-9","Der Standard",2,20171,17574
"Universalmuseum Joanneum GmbH","AT-6","Kleine Zeitung",2,20171,13296
"Universität für angewandte Kunst Wien","AT-9","Der Standard",2,20171,6999
"Universität für Musik und darstellende Kunst Graz","AT-6","Die Presse",2,20171,8208
"Universität für Weiterbildung Krems - Donau-Universität Krems","AT-3","Der Standard",2,20171,14594
"Universität für Weiterbildung Krems - Donau-Universität Krems","AT-3","Die Presse",2,20171,14143
"Universität für Weiterbildung Krems - Donau-Universität Krems","AT-3","google.com",2,20171,34344
"Universität für Weiterbildung Krems - Donau-Universität Krems","AT-3","postgraduate.at",2,20171,5468
"Universität Graz","AT-6","Kleine Zeitung",2,20171,8302
"Universität Innsbruck","AT-7","6020 Stadtmagazin",2,20171,5212
"Universität Innsbruck","AT-7","Echo",2,20171,5827
"Universität Innsbruck","AT-7","Tiroler Tageszeitung",2,20171,6732
"Universität Innsbruck","AT-7","Vorarlberger Nachrichten",2,20171,8383
"Universität Klagenfurt","AT-2","Antenne Kärnten",2,20171,5140
"Universität Klagenfurt","AT-2","Der Standard",2,20171,9608
"Universität Klagenfurt","AT-2","Kleine Zeitung",2,20171,14093
"Universität Linz","AT-4","OÖ Nachrichten",2,20171,9724
"Universität Mozarteum Salzburg","AT-5","Salzburger Nachrichten",2,20171,11544
"Universität Salzburg","AT-5","Der Standard",2,20171,10998
"Universität Salzburg","AT-5","Salzburger Nachrichten",2,20171,23297
"Universität Wien","AT-9","Der Standard",2,20171,25654
"Universität Wien","AT-9","UNIMAG",2,20171,5500
"VERBUND AG","AT-9","a3ECO",2,20171,6130
"VERBUND AG","AT-9","ATV",2,20171,13818
"VERBUND AG","AT-9","Der Standard",2,20171,20713
"VERBUND AG","AT-9","Die Presse",2,20171,34904
"VERBUND AG","AT-9","GEWINN",2,20171,21253
"VERBUND AG","AT-9","Heute",2,20171,33977
"VERBUND AG","AT-9","Kabel 1 austria",2,20171,34802
"VERBUND AG","AT-9","Kleine Zeitung",2,20171,28190
"VERBUND AG","AT-9","Kronen Zeitung",2,20171,31437
"VERBUND AG","AT-9","Kurier",2,20171,29513
"VERBUND AG","AT-9","NEWS",2,20171,6784
"VERBUND AG","AT-9","ORF 2",2,20171,81967
"VERBUND AG","AT-9","ORF eins",2,20171,54728
"VERBUND AG","AT-9","OÖ Nachrichten",2,20171,18787
"VERBUND AG","AT-9","profil",2,20171,15957
"VERBUND AG","AT-9","ProSieben Austria",2,20171,38708
"VERBUND AG","AT-9","Puls 4",2,20171,29844
"VERBUND AG","AT-9","RTL",2,20171,40983
"VERBUND AG","AT-9","Salzburger Nachrichten",2,20171,13907
"VERBUND AG","AT-9","SAT.1 Österreich",2,20171,33717
"VERBUND AG","AT-9","Servus in Stadt & Land",2,20171,13702
"VERBUND AG","AT-9","Servus TV",2,20171,13726
"VERBUND AG","AT-9","trend",2,20171,5028
"VERBUND AG","AT-9","trend.PREMIUM",2,20171,7289
"VERBUND AG","AT-9","tv-media",2,20171,9434
"VERBUND AG","AT-9","VOX",2,20171,15680
"VERBUND AG","AT-9","Woman",2,20171,9084
"VERBUND AG","AT-9","derstandard.at",2,20171,30501
"VERBUND AG","AT-9","facebook.com",2,20171,12193
"VERBUND AG","AT-9","orf.at",2,20171,49397
"VERBUND AG","AT-9","youtube.com",2,20171,13123
"VERBUND AG","AT-9","Österreich",2,20171,32410
"VERBUND Sales GmbH","AT-9","ATV",2,20171,10519
"VERBUND Sales GmbH","AT-9","Kabel 1 austria",2,20171,16073
"VERBUND Sales GmbH","AT-9","ORF 2",2,20171,37984
"VERBUND Sales GmbH","AT-9","ORF eins",2,20171,20929
"VERBUND Sales GmbH","AT-9","ProSieben Austria",2,20171,28228
"VERBUND Sales GmbH","AT-9","Puls 4",2,20171,16815
"VERBUND Sales GmbH","AT-9","RTL",2,20171,24565
"VERBUND Sales GmbH","AT-9","SAT.1 Österreich",2,20171,15372
"VERBUND Sales GmbH","AT-9","VOX",2,20171,11225
"VERBUND Sales GmbH","AT-9","derstandard.at",2,20171,13205
"VERBUND Sales GmbH","AT-9","gmx.at",2,20171,18693
"VERBUND Sales GmbH","AT-9","google.at",2,20171,37833
"VERBUND Sales GmbH","AT-9","willhaben.at",2,20171,5375
"VERBUND Solutions GmbH","AT-9","88.6 - Der Musiksender",2,20171,8247
"Vereinigte Bühnen Wien Ges.m.b.H.","AT-9","Heute",2,20171,5884
"Vereinigte Bühnen Wien Ges.m.b.H.","AT-9","Infoscreen",2,20171,12560
"Vereinigte Bühnen Wien Ges.m.b.H.","AT-9","Kronen Zeitung",2,20171,7000
"Vereinigte Bühnen Wien Ges.m.b.H.","AT-9","Madonna",2,20171,8800
"Vereinigte Bühnen Wien Ges.m.b.H.","AT-9","Radio Stephansdom",2,20171,9896
"Vereinigte Bühnen Wien Ges.m.b.H.","AT-9","tele",2,20171,8968
"Vereinigte Bühnen Wien Ges.m.b.H.","AT-9","Ticket",2,20171,5700
"Vereinigte Bühnen Wien Ges.m.b.H.","AT-9","herold.at",2,20171,7500
"Verkehrsverbund Kärnten GesmbH","AT-2","Kleine Zeitung",2,20171,5390
"Verkehrsverbund Kärnten GesmbH","AT-2","Kronehit",2,20171,5100
"Verkehrsverbund Kärnten GesmbH","AT-2","Kronen Zeitung",2,20171,42098
"Verkehrsverbund Kärnten GesmbH","AT-2","Kärntner Regionalmedien",2,20171,14728
"Verkehrsverbund Kärnten GesmbH","AT-2","Weekend Magazin",2,20171,8128
"Verkehrsverbund Kärnten GesmbH","AT-2","Woche Kärnten",2,20171,24723
"Verkehrsverbund Ost-Region (VOR) Gesellschaft m.b.H.","AT-9","VOR Magazin",2,20171,12000
"Verkehrsverbund Ost-Region (VOR) Gesellschaft m.b.H.","AT-9","VCÖ (VerkehrsClub Österreich)",4,20171,5750
"Volksoper Wien GmbH","AT-9","Infoscreen",2,20171,6607
"Volkstheater Gesellschaft m.b.H.","AT-9","Infoscreen",2,20171,11379
"Vorarlberg Tourismus GmbH","AT-8","Vorarlberger Nachrichten",2,20171,8429
"Vorarlberger Energienetze GmbH","AT-8","ORF 2",2,20171,9000
"Vorarlberger Gebietskrankenkasse","AT-8","ORF 2",2,20171,6000
"Vorarlberger Gebietskrankenkasse","AT-8","Vorarlberger Nachrichten",2,20171,10547
"Vorarlberger Illwerke Aktiengesellschaft","AT-8","Vorarlberger Nachrichten",2,20171,7361
"Vorarlberger Kraftwerke Aktiengesellschaft","AT-8","ORF 2",2,20171,10900
"Vorarlberger Kraftwerke Aktiengesellschaft","AT-8","Vorarlberger Nachrichten",2,20171,49913
"Vorarlberger Kraftwerke Aktiengesellschaft","AT-8","Wann & Wo",2,20171,9200
"Vorarlberger Kraftwerke Aktiengesellschaft","AT-8","vol.at",2,20171,21186
"Vorarlberger Krankenhaus-Betriebsgesellschaft mit beschränkter Haftung","AT-8","Vorarlberger Nachrichten",2,20171,29860
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","Antenne Vorarlberg",2,20171,5451
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","Die Presse",2,20171,9274
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","ORF Radio Vorarlberg",2,20171,10616
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","OÖ Nachrichten",2,20171,5235
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","Vorarlberger Nachrichten",2,20171,22202
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","Vorarlberger Wirtschaft",2,20171,6000
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","Wann & Wo",2,20171,10715
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","Weekend Magazin",2,20171,11799
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","vol.at",2,20171,18635
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","Österreich",2,20171,8188
"Vorarlberger Rechtsanwaltskammer","AT-8","Vorarlberger Nachrichten",2,20171,5701
"Wachau Kultur Melk GmbH","AT-3","Radio Arabella Mostviertel",2,20171,9125
"Wels Marketing & Touristik GmbH","AT-4","ORF 2",2,20171,8908
"WIEN ENERGIE GmbH","AT-9","ATV",2,20171,8690
"WIEN ENERGIE GmbH","AT-9","ATV2",2,20171,5365
"WIEN ENERGIE GmbH","AT-9","bz - Wiener Bezirkszeitung",2,20171,11153
"WIEN ENERGIE GmbH","AT-9","Das Rapid Magazin",2,20171,7600
"WIEN ENERGIE GmbH","AT-9","Der Standard",2,20171,21624
"WIEN ENERGIE GmbH","AT-9","ExtraDienst",2,20171,7480
"WIEN ENERGIE GmbH","AT-9","GEWINN",2,20171,7000
"WIEN ENERGIE GmbH","AT-9","Heute",2,20171,10202
"WIEN ENERGIE GmbH","AT-9","Horizont",2,20171,5462
"WIEN ENERGIE GmbH","AT-9","Infoscreen",2,20171,17142
"WIEN ENERGIE GmbH","AT-9","Kabel 1 austria",2,20171,7809
"WIEN ENERGIE GmbH","AT-9","Kronen Zeitung",2,20171,12233
"WIEN ENERGIE GmbH","AT-9","Kurier",2,20171,20810
"WIEN ENERGIE GmbH","AT-9","ORF 2",2,20171,37343
"WIEN ENERGIE GmbH","AT-9","ORF eins",2,20171,38250
"WIEN ENERGIE GmbH","AT-9","ORF III",2,20171,12500
"WIEN ENERGIE GmbH","AT-9","ProSieben Austria",2,20171,7140
"WIEN ENERGIE GmbH","AT-9","Rapid - Die aktuelle Stadionzeitung des SK Rapid",2,20171,12000
"WIEN ENERGIE GmbH","AT-9","RTL",2,20171,9279
"WIEN ENERGIE GmbH","AT-9","RTL II",2,20171,7322
"WIEN ENERGIE GmbH","AT-9","Sonntag - Österreich",2,20171,6933
"WIEN ENERGIE GmbH","AT-9","tv-media",2,20171,6718
"WIEN ENERGIE GmbH","AT-9","VOX",2,20171,5367
"WIEN ENERGIE GmbH","AT-9","Woman",2,20171,6491
"WIEN ENERGIE GmbH","AT-9","derstandard.at",2,20171,8881
"WIEN ENERGIE GmbH","AT-9","skrapid.at",2,20171,35000
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","bz - Wiener Bezirkszeitung",2,20171,13687
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Das Wiener Bezirksblatt",2,20171,9000
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Der Standard",2,20171,10052
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Die Presse",2,20171,8955
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","facebook.com App",2,20171,12779
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Heute",2,20171,12207
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Kronen Zeitung",2,20171,18584
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Kurier",2,20171,15544
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","NEWS",2,20171,6922
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Sonntag - Österreich",2,20171,11608
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","tv-media",2,20171,9626
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Weekend Magazin",2,20171,5723
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Wiener Wirtschaft",2,20171,5004
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Wienerin",2,20171,7044
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Woman",2,20171,9269
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","facebook.com",2,20171,5743
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","google.at",2,20171,16506
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","zuHause",2,20171,6693
"Wien Holding GmbH","AT-9","Die Presse am Sonntag",2,20171,7866
"Wien Holding GmbH","AT-9","Heute",2,20171,34000
"Wien Holding GmbH","AT-9","look!wienlive",2,20171,8000
"Wien Holding GmbH","AT-9","profil",2,20171,9800
"Wien Holding GmbH","AT-9","Österreich",2,20171,18900
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","bz - Wiener Bezirkszeitung",2,20171,8332
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","Das Wiener Bezirksblatt",2,20171,6782
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","Die Presse",2,20171,9205
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","Heute",2,20171,11477
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","Kronen Zeitung",2,20171,8996
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","Woman",2,20171,7637
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","Österreich",2,20171,6870
"Wiener Gebietskrankenkasse","AT-9","ORF 2",2,20171,37338
"Wiener Gebietskrankenkasse","AT-9","RTL",2,20171,6462
"Wiener Gebietskrankenkasse","AT-9","SAT.1 Österreich",2,20171,8537
"Wiener Gebietskrankenkasse","AT-9","VOX",2,20171,7395
"Wiener Hafen, GmbH & Co KG","AT-9","Kurier",2,20171,5200
"WIENER LINIEN GmbH & Co KG","AT-9","bz - Wiener Bezirkszeitung",2,20171,6738
"WIENER LINIEN GmbH & Co KG","AT-9","Das Wiener Bezirksblatt",2,20171,8268
"WIENER LINIEN GmbH & Co KG","AT-9","Heute",2,20171,6582
"WIENER LINIEN GmbH & Co KG","AT-9","Infoscreen",2,20171,26271
"WIENER LINIEN GmbH & Co KG","AT-9","Kronen Zeitung",2,20171,10460
"WIENER LINIEN GmbH & Co KG","AT-9","Kurier",2,20171,17761
"WIENER LINIEN GmbH & Co KG","AT-9","Ticket",2,20171,7200
"WIENER LINIEN GmbH & Co KG","AT-9","tv-media",2,20171,6718
"WIENER LINIEN GmbH & Co KG","AT-9","Wiener Stadthalle TV",2,20171,7638
"WIENER LINIEN GmbH & Co KG","AT-9","krone.at",2,20171,7336
"WIENER LINIEN GmbH & Co KG","AT-9","oe24.at",2,20171,6047
"WIENER LINIEN GmbH & Co KG","AT-9","vienna.convention.at",2,20171,5250
"WIENER LINIEN GmbH & Co KG","AT-9","Österreich",2,20171,5840
"Wiener Stadthalle Betriebs- und Veranstaltungsgesellschaft m.b.H.","AT-9","Heute",2,20171,7451
"Wiener Stadthalle Betriebs- und Veranstaltungsgesellschaft m.b.H.","AT-9","ORF 2",2,20171,15725
"Wiener Stadthalle Betriebs- und Veranstaltungsgesellschaft m.b.H.","AT-9","ORF Radio Niederösterreich",2,20171,5452
"Wiener Tourismusverband","AT-9","austrian.com (AT)",2,20171,116758
"Wiener Tourismusverband","AT-9","Flughafen Wien Infoscreens (AT)",2,20171,6970
"Wiener Zeitung GmbH","AT-9","Infoscreen",2,20171,12500
"Wirtschaft Burgenland GmbH - WiBuG","AT-1","schau",2,20171,11000
"Wirtschaftskammer Burgenland","AT-1","BVZ",2,20171,8301
"Wirtschaftskammer Burgenland","AT-1","Kronen Zeitung",2,20171,6346
"Wirtschaftskammer Burgenland, Landesinnung der Sanitär-, Heizungs- und Lüftungstechniker","AT-1","ORF Radio Burgenland",2,20171,6717
"Wirtschaftskammer Burgenland, Landesinnung der Tischler und der Holzgestaltenden Gewerbe","AT-1","ORF Radio Burgenland",2,20171,6664
"Wirtschaftskammer Kärnten","AT-2","Antenne Kärnten",2,20171,11155
"Wirtschaftskammer Kärnten","AT-2","Kleine Zeitung",2,20171,30866
"Wirtschaftskammer Kärnten","AT-2","Kronen Zeitung",2,20171,12966
"Wirtschaftskammer Kärnten","AT-2","Woche Kärnten",2,20171,11272
"Wirtschaftskammer Kärnten, Fachgruppe Gastronomie","AT-2","Antenne Kärnten",2,20171,5500
"Wirtschaftskammer Kärnten, Fachgruppe Kraftfahrzeugtechniker","AT-2","Antenne Kärnten",2,20171,9130
"Wirtschaftskammer Kärnten, Fachgruppe Personenberatung und Personenbetreuung","AT-2","Kronen Zeitung",2,20171,7876
"Wirtschaftskammer Niederösterreich","AT-3","Bezirksblätter Niederösterreich",2,20171,5849
"Wirtschaftskammer Niederösterreich","AT-3","Kurier",2,20171,23634
"Wirtschaftskammer Niederösterreich","AT-3","NÖN",2,20171,18539
"Wirtschaftskammer Niederösterreich","AT-3","P3",2,20171,23444
"Wirtschaftskammer Niederösterreich","AT-3","stadtlandzeitung",2,20171,7740
"Wirtschaftskammer Niederösterreich","AT-3","wirtschaftspressedienst.at",2,20171,11725
"Wirtschaftskammer Niederösterreich","AT-3","Österreich",2,20171,12600
"Wirtschaftskammer Niederösterreich, Fachgruppe der Freizeit- und Sportbetriebe NÖ","AT-3","NÖN",2,20171,9028
"Wirtschaftskammer Niederösterreich, Fachgruppe der Freizeit- und Sportbetriebe NÖ","AT-3","ORF 2",2,20171,15872
"Wirtschaftskammer Niederösterreich, Fachgruppe der Freizeit- und Sportbetriebe NÖ","AT-3","R9 Österreich",2,20171,11111
"Wirtschaftskammer Niederösterreich, Fachgruppe der metalltechnischen Industrie NÖ","Unknown","Niederösterreichische Wirtschaft - NÖWI",2,20171,5840
"Wirtschaftskammer Niederösterreich, Fachgruppe der Persönlichen Dienstleister","AT-3","Bezirksblätter Niederösterreich",2,20171,9000
"Wirtschaftskammer Niederösterreich, Fachgruppe der Persönlichen Dienstleister","AT-3","Gesund + Leben in Niederösterreich",2,20171,5832
