organisation,federalState,media,transferType,period,amount
"Salzburger Festspielfonds","AT-5","Süddeutsche Zeitung",2,20124,30000
"Salzburger Festspielfonds","AT-5","Salzburger Nachrichten",2,20124,12938
"Salzburger Flughafen GmbH","AT-5","Salzburger Nachrichten",2,20124,5652.72
"Salzburger Gebietskrankenkasse","AT-5","Bezirksblätter Salzburg",2,20124,7348.96
"Salzburger Tourismus Förderungs Fonds","AT-5","Österr Rundfunk Landesstudio Salzburg",4,20124,25000
"Salzburger Verkehrsverbund Gesellschaft m.b.H.","AT-5","ORF Landesstudio Service GmbH & Co. KG",2,20124,29016
"Salzburger Verkehrsverbund Gesellschaft m.b.H.","AT-5","Mediaprint Zeitungs- und Zeitschriftenverlag Ges.m.b.H & Co KG",2,20124,15500
"Schallaburg Kulturbetriebsges.m.b.H.","AT-3","kurz & bündig",2,20124,9650
"Schauspielhaus Graz GmbH","AT-6","Kleine Zeitung",2,20124,18083
"Schauspielhaus Wien GmbH","AT-9","Falter",2,20124,14440.38
"Schloß Hofen - Wissenschafts- und Weiterbildungs-Gesellschaft mbH","AT-8","Vorarlberger Nachrichten",2,20124,6685.6
"Schloß Schönbrunn Kultur- und Betriebsgesellschaft m.b.H.","AT-9","Wien-Programm",2,20124,7800
"Schloß Schönbrunn Kultur- und Betriebsgesellschaft m.b.H.","AT-9","Google",2,20124,7099.65
"Schloß Schönbrunn Kultur- und Betriebsgesellschaft m.b.H.","AT-9","Infoscreen",2,20124,5304
"Schöckl Seilbahn GmbH","AT-6","ORF Radio Steiermark",2,20124,5644.78
"Schoeller Münzhandel GmbH","AT-9","profil",2,20124,6853.6
"Schönbrunner Tiergarten-Gesellschaft m.b.H.","AT-9","Infoscreen",2,20124,23544.27
"Sonnentherme BetriebsgesmbH","AT-1","Idesüss hu kft",2,20124,5046
"Vorarlberger Sozialfonds","AT-8","Vorarlberger Nachrichten",2,20124,11825.1
"Sozialversicherungsanstalt der gewerblichen Wirtschaft","AT-9","Sport aktiv",2,20124,10000
"Sparkasse Bregenz Bank Aktiengesellschaft","AT-8","ORF eins",2,20124,5148
"SPKB Beteiligungs- und Verwaltungsgesellschaft m.b.H.","AT-8","Vorarlberger Nachrichten",2,20124,5156
"Stadt Graz","AT-6","Kronen Zeitung",2,20124,152731.2
"Stadt Graz","AT-6","Kleine Zeitung",2,20124,255115.41
"Stadt Graz","AT-6","Woche",2,20124,49798.34
"Stadt Graz","AT-6","Kosmo",2,20124,6860.71
"Stadt Graz","AT-6","Grazer",2,20124,46414.8
"Stadt Graz","AT-6","Radio Soundportal",2,20124,7437
"Stadt Graz","AT-6","FSM GmbH",2,20124,20000
"Stadt Graz","AT-6","Steiermark 1",2,20124,18900
"Stadt Graz","AT-6","Ankünder",2,20124,9144.07
"Stadt Innsbruck","AT-7","Bezirksblätter Tirol",2,20124,7990
"Stadt Linz","AT-4","ORF Radio Oberösterreich",2,20124,18882
"Stadt Linz","AT-4","LT1",2,20124,15382
"Stadt Linz","AT-4","OÖ Nachrichten",2,20124,21314.4
"Stadt St. Pölten","AT-3","kurz & bündig St. Pölten",2,20124,7021.43
"Stadt St. Pölten","AT-3","etcetera LIGES St. Pölten",4,20124,6500
"Stadt Villach","AT-2","Draustädter",2,20124,7810.2
"Stadt Villach","AT-2","Kleine Zeitung",2,20124,7072.6
"Stadt Villach","AT-2","villach.tv",2,20124,9880
"Stadt Wien","AT-9","The Gap",2,20124,10185
"Stadt Wien","AT-9","Style up your Life",2,20124,6887
"Stadt Wien","AT-9","Stadt.blicke",2,20124,19700
"Stadt Wien","AT-9","Sportzeitung",2,20124,6780.3
"Stadt Wien","AT-9","Sportmagazin",2,20124,8406.5
"Stadt Wien","AT-9","Sport aktiv",2,20124,7275
"Stadt Wien","AT-9","Österreich",2,20124,229645.59
"Stadt Wien","AT-9","skylines",2,20124,17232.05
"Stadt Wien","AT-9","Skip",2,20124,10670
"Stadt Wien","AT-9","Servus in Wien",2,20124,20952
"Stadt Wien","AT-9","Seitenblicke",2,20124,23680.12
"Stadt Wien","AT-9","schau",2,20124,48500
"Stadt Wien","AT-9","Report (+) Plus",2,20124,16400
"Stadt Wien","AT-9","Ray",2,20124,9700
"Stadt Wien","AT-9","Radio Stephansdom",2,20124,10160
"Stadt Wien","AT-9","Radio Energy 104,2",2,20124,40000
"Stadt Wien","AT-9","Evropa",2,20124,5335
"Stadt Wien","AT-9","E-Media",2,20124,63004.52
"Stadt Wien","AT-9","Die Presse",2,20124,40105.17
"Stadt Wien","AT-9","Die Presse",2,20124,83432.7
"Stadt Wien","AT-9","Die Gute Zeitung",2,20124,39800
"Stadt Wien","AT-9","Die Ganze Woche",2,20124,64260
"Stadt Wien","AT-9","Die Furche",2,20124,13125.65
"Stadt Wien","AT-9","Der Zweite",2,20124,16009
"Stadt Wien","AT-9","Der Standard",2,20124,121170.9
"Stadt Wien","AT-9","Der österreichische Journalist",2,20124,6311.26
"Stadt Wien","AT-9","dbz - donaustädter bezirkszeitung",2,20124,5465
"Stadt Wien","AT-9","Avida",2,20124,6210
"Stadt Wien","AT-9","Datum",2,20124,5820
"Stadt Wien","AT-9","Das Wien",2,20124,14775.04
"Stadt Wien","AT-9","connoisseur circle",2,20124,6276.29
"Stadt Wien","AT-9","bz - Wiener Bezirkszeitung",2,20124,234207.45
"Stadt Wien","AT-9","A la Carte",2,20124,49050
"Stadt Wien","AT-9","88.6 - Der Musiksender",2,20124,20000
"Stadt Wien","AT-9","zuHause",2,20124,103950
"Stadt Wien","AT-9","Yeni Vatan Gazetesi",2,20124,5723
"Stadt Wien","AT-9","Yeni Hareket",2,20124,9800
"Stadt Wien","AT-9","Xpress",2,20124,29073.65
"Stadt Wien","AT-9","viennanightrun.at",2,20124,8540
"Stadt Wien","AT-9","news.at",2,20124,8000
"Stadt Wien","AT-9","netdoktor.at",2,20124,20256
"Stadt Wien","AT-9","kurier.at",2,20124,20000
"Stadt Wien","AT-9","krone.at",2,20124,17250
"Stadt Wien","AT-9","heute.at",2,20124,31263.81
"Stadt Wien","AT-9","falter.at",2,20124,10568.58
"Stadt Wien","AT-9","einestadteinbuch.at",2,20124,9000
"Stadt Wien","AT-9","diepresse.com",2,20124,10200
"Stadt Wien","AT-9","derstandard.at",2,20124,29999.94
"Stadt Wien","AT-9","Woman",2,20124,72261.89999999999
"Stadt Wien","AT-9","WirtschaftsBlatt",2,20124,63761.25
"Stadt Wien","AT-9","VINARIA",2,20124,10456.6
"Stadt Wien","AT-9","Universum",2,20124,32562.9
"Stadt Wien","AT-9","tv-media",2,20124,182310.9
"Stadt Wien","AT-9","trend",2,20124,32789.72
"Stadt Wien","AT-9","TOP Gewinn",2,20124,30962.4
"Stadt Wien","AT-9","The Vienna Review",2,20124,6285.6
"Stadt Wien","AT-9","Radio Arabella 92.9 - Wien",2,20124,25000
"Stadt Wien","AT-9","Quer",2,20124,6183.75
"Stadt Wien","AT-9","Programmzeitung Niedermair-Orpheum",2,20124,7639.72
"Stadt Wien","AT-9","profil wissen",2,20124,5269.3
"Stadt Wien","AT-9","profil",2,20124,58962.8
"Stadt Wien","AT-9","Pro Umwelt",2,20124,5800.6
"Stadt Wien","AT-9","Pro Patient & Gesundheit",2,20124,8419.610000000001
"Stadt Wien","AT-9","ORF III",2,20124,18000
"Stadt Wien","AT-9","ORF eins",2,20124,5750
"Stadt Wien","AT-9","onrail",2,20124,62132
"Stadt Wien","AT-9","Österreich",2,20124,350628.89
"Stadt Wien","AT-9","ÖGZ",2,20124,43650
"Stadt Wien","AT-9","NEWS",2,20124,25852.92
"Stadt Wien","AT-9","NEWS",2,20124,154577.91
"Stadt Wien","AT-9","Motor & More",2,20124,7178
"Stadt Wien","AT-9","Monitor",2,20124,22295
"Stadt Wien","AT-9","miss",2,20124,19890
"Stadt Wien","AT-9","Messe & Event",2,20124,53078.4
"Stadt Wien","AT-9","medianet",2,20124,13491.2
"Stadt Wien","AT-9","Madonna Society",2,20124,5642.97
"Stadt Wien","AT-9","Madonna mit Österreich",2,20124,166180.16
"Stadt Wien","AT-9","M* magazine",2,20124,14064.98
"Stadt Wien","AT-9","LiVe",2,20124,140505
"Stadt Wien","AT-9","Lebensart",2,20124,12804
"Stadt Wien","AT-9","Leben in Wien",2,20124,5383.5
"Stadt Wien","AT-9","Kurier",2,20124,356238.7
"Stadt Wien","AT-9","Kronen Zeitung",2,20124,1387919.29
"Stadt Wien","AT-9","Kronehit",2,20124,16904.4
"Stadt Wien","AT-9","Kosmo",2,20124,70398.89999999999
"Stadt Wien","AT-9","Infoscreen",2,20124,88474.08
"Stadt Wien","AT-9","IDM",2,20124,5800.6
"Stadt Wien","AT-9","Horizont",2,20124,16796.52
"Stadt Wien","AT-9","FM",2,20124,8200
"Stadt Wien","AT-9","Fleischmagazin",2,20124,6596
"Stadt Wien","AT-9","First",2,20124,9738.200000000001
"Stadt Wien","AT-9","FAQ - Magazine",2,20124,9700
"Stadt Wien","AT-9","Falter",2,20124,113250
"Stadt Wien","AT-9","Faktum",2,20124,14000
"Stadt Wien","AT-9","Fair Wohnen",2,20124,24300
"Stadt Wien","AT-9","ExtraDienst",2,20124,23000
"Stadt Wien","AT-9","H.O.M.E.",2,20124,9700
"Stadt Wien","AT-9","Heute",2,20124,1268873.1
"Stadt Wien","AT-9","GUSTO",2,20124,47473.72
"Stadt Wien","AT-9","gotv",2,20124,75052
"Stadt Wien","AT-9","GEWINN",2,20124,107282.02
"Stadt Wien","AT-9","Gesünder leben",2,20124,6111
"Stadt Wien","AT-9","Für Mich",2,20124,23260.6
"Stadt Wien","AT-9","Freie Fahrt",2,20124,12319
"Stadt Wien","AT-9","Fratz & Co",2,20124,13386
"Stadt Wien","AT-9","FORMAT",2,20124,57893.84
"Stadt Wien","AT-9","Bum",2,20124,7061.6
"Stadt Wien","AT-9","BÜHNE",2,20124,9083.66
"Stadt Wien","AT-9","biber",2,20124,71308.53999999999
"Stadt Wien","AT-9","Besser Wohnen",2,20124,14938.04
"Stadt Wien","AT-9","Baby-Express",2,20124,9577.5
"Stadt Wien","AT-9","auto touring",2,20124,19758.9
"Stadt Wien","AT-9","Austrian Business Woman",2,20124,7500
"Stadt Wien","AT-9","arabscop",2,20124,10233.5
"Stadt Wien","AT-9","Antenne Wien",2,20124,39750
"Stadt Wien","AT-9","all4family",2,20124,12018.3
"Stadt Wien","AT-9","Agrar Wien Aktuell",2,20124,6111
"Stadt Wien","AT-9","Wienerin mit Kind",2,20124,6375
"Stadt Wien","AT-9","Wienerin",2,20124,56525
"Stadt Wien","AT-9","Das Wiener Bezirksblatt",2,20124,171158.83
"Stadt Wien","AT-9","Wiener",2,20124,6621.5
"Stadt Wien","AT-9","Wien morgen",2,20124,9166.5
"Stadt Wien","AT-9","Wien Live",2,20124,67727.8
"Stadt Wien","AT-9","Weekend Magazin",2,20124,15714
"Stadt Wien","AT-9","Waves Daily",2,20124,9777.6
"Stadt Wien","AT-9","W24",2,20124,74098
"Stadt Wien","AT-9","VOR Magazin",2,20124,23765
"Stadt Wien","AT-9","Europäische Musikforschungsvereinigung Wien (EMV)",4,20124,6000
"Stadt Wien","AT-9","Verein zur Förderung der kulturellen Zusammenarbeit zwischen den Bundesländern Niederösterreich und Wien",4,20124,87500
"Stadt Wien","AT-9","Verein zur Förderung von L'Homme",4,20124,8000
"Stadt Wien","AT-9","IG Kultur Österreich",4,20124,6500
"Stadt Wien","AT-9","Technische Universität Wien",4,20124,60000
"Stadt Wien","AT-9","Verein Europäische Rundschau",4,20124,26250
"Stadt Wien","AT-9","Verein zur Förderung von Subkultur",4,20124,11200
"Stadt Wien","AT-9","Österreichische Kinderfreunde",4,20124,6500
"Stadt Wien","AT-9","Wiener Bildungsserver - Verein zur Förderung von Medienaktivitäten im schulischen und außerschulischen Bereich",4,20124,525000
"Stadt Wien","AT-9","Wiener Volksliedwerk",4,20124,6300
"Stadt Wien","AT-9","Eurozine - Gesellschaft zur Vernetzung von Kulturmedien m.b.H.",4,20124,20000
"Stadt Wien","AT-9","Psychologische Gesellschaft für Persönlichkeits- und Organisationsentwicklung",4,20124,11200
"Stadt Wien","AT-9","SPRINGERIN-Verein für Kritik und Theorie der Kultur zu ihrer Zeit",4,20124,16500
"Stadt Wien","AT-9","Verein Gruppe Wespennest für Literatur Ästhetik und Kulturpolitik",4,20124,21000
"Stadt Wien Marketing GmbH","AT-9","NEWS",2,20124,15890
"Stadt Wien Marketing GmbH","AT-9","Mucha Verlag",2,20124,9664
"Stadt Wien Marketing GmbH","AT-9","Madonna Society",2,20124,11736.52
"Stadt Wien Marketing GmbH","AT-9","NEWS",2,20124,5518.45
"Stadt Wien Marketing GmbH","AT-9","Das Wiener Bezirksblatt",2,20124,6247.5
"Stadt Wien Marketing GmbH","AT-9","Woman",2,20124,8560.940000000001
"Stadt Wien Marketing GmbH","AT-9","Advent in Wien",2,20124,7000
"Stadt Wien Marketing GmbH","AT-9","Der Standard",2,20124,9467.639999999999
"Stadt Wien Marketing GmbH","AT-9","derstandard.at",2,20124,15600
"Stadt Wien Marketing GmbH","AT-9","Die Presse",2,20124,12250.11
"Stadt Wien Marketing GmbH","AT-9","drehmoment",2,20124,14620
"Stadt Wien Marketing GmbH","AT-9","Durst",2,20124,9677.5
"Stadt Wien Marketing GmbH","AT-9","Evropa",2,20124,5500
"Stadt Wien Marketing GmbH","AT-9","FIT & VITAL",2,20124,5076
"Stadt Wien Marketing GmbH","AT-9","FORMAT",2,20124,5777.22
"Stadt Wien Marketing GmbH","AT-9","Heute",2,20124,10769.5
"Stadt Wien Marketing GmbH","AT-9","Kosmo",2,20124,8642.700000000001
"Stadt Wien Marketing GmbH","AT-9","Ö3",2,20124,14500
"Stadt Wien Marketing GmbH","AT-9","Kurier",2,20124,9654.25
"Stadt Wien Marketing GmbH","AT-9","Kronen Zeitung",2,20124,40078.6
"Stadt Wien Marketing GmbH","AT-9","Österreich",2,20124,18007.4
"Stadt Wien Marketing GmbH","AT-9","profil",2,20124,15182.92
"Stadt Wien Marketing GmbH","AT-9","Wien Live",2,20124,12495
"Stadt Wien Marketing GmbH","AT-9","wetter.com",2,20124,10000
"Stadt Wien Marketing GmbH","AT-9","Weekend Magazin",2,20124,5078.75
"Stadt Wien Marketing GmbH","AT-9","Unternehmen Österreich",2,20124,11900
"Stadt Wien Marketing GmbH","AT-9","tv-media",2,20124,6208.1
"Stadt Wien Marketing GmbH","AT-9","SUPERFLY",2,20124,8000
"Stadt Wien Marketing GmbH","AT-9","Radio Arabella GmbH",2,20124,6000
"Stadtgemeinde Amstetten","AT-3","Niederösterreichische Nachrichten",2,20124,6304.64
"Stadtgemeinde Amstetten","AT-3","Mostviertel Magazin",2,20124,5642.94
"Stadtgemeinde Bruck an der Mur","AT-6","MEMA TV (MEMA Medien Marketing GmbH)",2,20124,11545
"Stadtgemeinde Kapfenberg","AT-6","PIWI Media Pust OEG",2,20124,19632.68
"Stadtgemeinde Kapfenberg","AT-6","RMA Media Services GmbH",2,20124,7375.62
"Stadtgemeinde Kufstein","AT-7","RSL Tirol TV Filmproduktion GmbH",2,20124,6875
"Stadtgemeinde Leonding","AT-4","LT1",2,20124,15000
"Stadtgemeinde Lienz","AT-7","Osttiroler Bote",2,20124,6784.1
"Stadtgemeinde Lienz","AT-7","Radio Osttirol",2,20124,6066.09
"Stadt Salzburg Beteiligungs GmbH","AT-5","ORF Salzburg",2,20124,10000
"Stadt Salzburg Beteiligungs GmbH","AT-5","Radiofabrik Salzburg",4,20124,59000
"Stadtgemeinde Spittal an der Drau Betriebs GmbH","AT-2","Kleine Zeitung",2,20124,9108.58
"Stadtgemeinde Traun","AT-4","Linz Land Fernsehen Medien GmbH",2,20124,13750
"Stadtgemeinde Wolfsberg","AT-2","Unterkärntner Nachrichten",2,20124,6815.52
"Stadtmarketing und Saalmanagement Schwaz GmbH","AT-7","Radio U1 Tirol",2,20124,5625
"Stadtmarketing und Saalmanagement Schwaz GmbH","AT-7","Tirol TV",2,20124,6816.5
"Stadtmarketing und Tourismus Feldkirch GmbH","AT-8","Feldkircher Anzeiger",2,20124,7211.81
"Stadtmarketing und Tourismus Feldkirch GmbH","AT-8","ORF Vorarlberg",2,20124,9472.48
"Stadtmarketing und Tourismus Feldkirch GmbH","AT-8","Vorarlberger Nachrichten",2,20124,11734.46
"Stadtmarketing Villach GmbH","AT-2","Kleine Zeitung",2,20124,5558.72
"Stadtmarketing Wörgl GmbH","AT-7","Spectrum Werbeagentur",2,20124,21442.05
"Stadttheater Klagenfurt OG","AT-2","Kleine Zeitung",2,20124,9675
"Stadtwerke Bruck an der Mur GmbH","AT-6","Obersteirische Rundschau",2,20124,7111.67
"Stadtwerke Kapfenberg GmbH","AT-6","Woche Obersteiermark",2,20124,11708.2
"Stadtwerke Kapfenberg GmbH","AT-6","HiWay-TV",2,20124,10201.57
"Stadtwerke Kapfenberg GmbH","AT-6","Kleine Zeitung",2,20124,5133.37
"Stadtwerke Klagenfurt Aktiengesellschaft","AT-2","Kärntner Woche",2,20124,9724.4
"Stadtwerke Klagenfurt Aktiengesellschaft","AT-2","Infoscreen",2,20124,10490
"Stadtwerke Klagenfurt Aktiengesellschaft","AT-2","Weekend Magazin",2,20124,17420
"STAMA VERANSTALTUNGS- UND STADTMARKETING GESMBH","AT-2","ORF Kärnten",2,20124,8650
"STAR Entwicklungs-GmbH","AT-9","Die Presse",2,20124,5100
"Steiermärkische Rechtsanwaltskammer","AT-6","Young Enterprises",2,20124,7302.96
"Steiermärkische Rechtsanwaltskammer","AT-6","Kleine Zeitung",2,20124,7500
"Steirische Tourismus GmbH","AT-6","SAT.1 Österreich",2,20124,8400
"Steirische Tourismus GmbH","AT-6","ORF",2,20124,207000
"Steirische Tourismus GmbH","AT-6","Österreich Werbung Online",2,20124,5675
"Steirische Tourismus GmbH","AT-6","Kurier",2,20124,10164.3
"Steirische Tourismus GmbH","AT-6","Nivea Club",2,20124,9922.5
"Steirische Tourismus GmbH","AT-6","ANWB Wintersport",2,20124,8962
"Steirische Tourismus GmbH","AT-6","Kronen Zeitung",2,20124,87746.46000000001
"Steirische Tourismus GmbH","AT-6","Servus TV",2,20124,14337.5
"Steirische Tourismus GmbH","AT-6","Bergfex",2,20124,11087.54
"Steirische Tourismus GmbH","AT-6","Österreich Werbung",2,20124,10990
"Steirische Wirtschaftsförderungsgesellschaft m.b.H.","AT-6","Woche Steiermark",2,20124,28571.43
"Steirische Wirtschaftsförderungsgesellschaft m.b.H.","AT-6","Kleine Zeitung",2,20124,5843.7
"steirischer herbst festival gmbh","AT-6","derstandard.at",2,20124,7626
"Energie Steiermark AG","AT-6","Kleine Zeitung",2,20124,5583.64
"Tanzquartier-Wien GmbH","AT-9","Falter",2,20124,8500.809999999999
"Tanzquartier-Wien GmbH","AT-9","Gewista",2,20124,5814.86
"Tanzquartier-Wien GmbH","AT-9","Der Standard",2,20124,5147.27
"Technische Universität Graz","AT-6","Kleine Zeitung",2,20124,13356
"Technische Universität Graz","AT-6","Pan European Networks",2,20124,8183.38
"Technische Universität Wien","AT-9","Der Standard",2,20124,9551.07
"Technische Universität Wien","AT-9","Die Presse",2,20124,8162.28
"Technisches Museum Wien mit Österreichischer Mediathek","AT-9","Puls 4",2,20124,5034
"Technisches Museum Wien mit Österreichischer Mediathek","AT-9","Google",2,20124,14222.59
"Technologiezentrum Eisenstadt Ges.m.b.H.","AT-1","schau",2,20124,6300
"Technologiezentrum Güssing GmbH","AT-1","schau",2,20124,6300
"Technologiezentrum Jennersdorf GmbH","AT-1","schau",2,20124,6300
"Technologiezentrum Mittelburgenland Errichtungs- und Betriebsges.m.b.H.","AT-1","schau",2,20124,6300
"Technologiezentrum Neusiedl am See GmbH","AT-1","schau",2,20124,6300
"Technologiezentrum Pinkafeld GmbH","AT-1","schau",2,20124,6300
"TELEREAL Telekommunikationsanlagen GmbH","AT-9","19th ITS World Congress Vienna 2012",2,20124,16252
"Theater Baden Betriebsgesellschaft m.b.H.","AT-3","Die Presse",2,20124,19500
"Theaterholding Graz / Steiermark GmbH","AT-6","Der Standard",2,20124,7350
"Theaterholding Graz / Steiermark GmbH","AT-6","der Grazer",2,20124,18375
"Theaterservice Graz GmbH","AT-6","Kleine Zeitung",2,20124,18000
"TIGAS-Erdgas Tirol GmbH","AT-7","Tiroler Tageszeitung",2,20124,45962.88
"TIGAS-Erdgas Tirol GmbH","AT-7","Echo",2,20124,6119.86
"Tirol Werbung GmbH","AT-7","Google",2,20124,13375
"Tirol Werbung GmbH","AT-7","Saison Tirol",2,20124,16500
"Tirol Werbung GmbH","AT-7","ORF Tirol",2,20124,25000
"Tirol Werbung GmbH","AT-7","Tiroler Tageszeitung",2,20124,21397.55
"Tirol Werbung GmbH","AT-7","Weekend Magazin",2,20124,10388.7
"Tirol Werbung GmbH","AT-7","Wirtschaftswoche",2,20124,13000
"Tirol Werbung GmbH","AT-7","lastminute.com",2,20124,8000
"Tirol Werbung GmbH","AT-7","Optimedia",2,20124,80443
"Tirol Werbung GmbH","AT-7","Skiline Media",2,20124,6696
"Tirol Werbung GmbH","AT-7","Die Welt",2,20124,64393.75
"Tirol Werbung GmbH","AT-7","Die Zeit",2,20124,164518.13
"Tirol Werbung GmbH","AT-7","FREUNDIN",2,20124,12766
"Tirol Werbung GmbH","AT-7","TW Tagungswirtschaft",2,20124,9230
"Tiroler Festspiele Erl Betriebsges.m.b.H","AT-7","Der Standard",2,20124,10080
"Tiroler Flughafenbetriebsgesellschaft m.b.H.","AT-7","ORF Tirol",2,20124,10000
"Tiroler Flughafenbetriebsgesellschaft m.b.H.","AT-7","Kronen Zeitung",2,20124,8720
"Tiroler Flughafenbetriebsgesellschaft m.b.H.","AT-7","ORF 2",2,20124,10150
"Tiroler Flughafenbetriebsgesellschaft m.b.H.","AT-7","Tiroler Bezirksblätter",2,20124,5100
"Tiroler Flughafenbetriebsgesellschaft m.b.H.","AT-7","Athesia - Dolomiten",2,20124,8256.799999999999
"Tiroler Flughafenbetriebsgesellschaft m.b.H.","AT-7","Ablinger Garber - Wirtschaftswoche",2,20124,6300
"Tiroler Flughafenbetriebsgesellschaft m.b.H.","AT-7","TT - Moser Holding",2,20124,6657.55
"Tiroler Gebietskrankenkasse","AT-7","Moser Holding",2,20124,10327.09
"Tiroler Gebietskrankenkasse","AT-7","Gutenberg-Werbering Gesellschaft m.b.H.",2,20124,6721.53
"Tiroler Gebietskrankenkasse","AT-7","RSL Tirol TV Filmproduktion GmbH",2,20124,5104.5
"Tiroler Gebietskrankenkasse","AT-7","Platzer Media OHG",2,20124,6250
"Tiroler Gebietskrankenkasse","AT-7","eco.nova Corporate Publishing",2,20124,5040
"Tiroler Gebietskrankenkasse","AT-7","Gutenberg-Werbering Gesellschaft m.b.H.",2,20124,13384.18
"Tiroler gemeinnützige Wohnungsbau- und Siedlungsgesellschaft m.b.H.","AT-7","Tiroler Tageszeitung",2,20124,19822.17
"Tiroler Landesmuseen- Betriebsgesellschaft m.b.H.","AT-7","Kronen Zeitung",2,20124,5670
"Tiroler Landesmuseen- Betriebsgesellschaft m.b.H.","AT-7","Tiroler Tageszeitung",2,20124,6949
"Tiroler Landestheater und Orchester GmbH Innsbruck","AT-7","Tiroler Tageszeitung",2,20124,9866.700000000001
"Tiroler Rechtsanwaltskammer","AT-7","Tiroler Tageszeitung",2,20124,5952.51
"TIWAG-Tiroler Wasserkraft AG","AT-7","Tirol TV",2,20124,15885.46
"TIWAG-Tiroler Wasserkraft AG","AT-7","Industriemagazin Verlag GmbH",2,20124,5547.78
"TIWAG-Tiroler Wasserkraft AG","AT-7","Kronen Zeitung",2,20124,20066.26
"TIWAG-Tiroler Wasserkraft AG","AT-7","Österreichische Bauernzeitung",2,20124,5040
"TIWAG-Tiroler Wasserkraft AG","AT-7","Österreichische Bauernzeitung",2,20124,7576.38
"TIWAG-Tiroler Wasserkraft AG","AT-7","Tiroler Tageszeitung",2,20124,6999.68
"TIWAG-Tiroler Wasserkraft AG","AT-7","Echo Zeitschriften und Verlags GesmbH.",2,20124,7534.8
"TIWAG-Tiroler Wasserkraft AG","AT-7","Österreich",2,20124,22140.22
"TIWAG-Tiroler Wasserkraft AG","AT-7","ORF",2,20124,6030
"TIWAG-Tiroler Wasserkraft AG","AT-7","ORF",2,20124,5410.69
"TIWAG-Tiroler Wasserkraft AG","AT-7","ORF",2,20124,12075
"TIWAG-Tiroler Wasserkraft AG","AT-7","ORF",2,20124,5440.5
"TIWAG-Tiroler Wasserkraft AG","AT-7","ORF",2,20124,15112.5
"TIWAG-Tiroler Wasserkraft AG","AT-7","ORF",2,20124,10854
"TIWAG-Tiroler Wasserkraft AG","AT-7","ORF",2,20124,12600
"TIWAG-Tiroler Wasserkraft AG","AT-7","Mediaprint",2,20124,11459.7
"UMIT - Private Universität für Gesundheitswissenschaften, Medizinische Informatik und Technik Gesellschaft","Unknown","Tiroler Tageszeitung",2,20124,6464
"Universalmuseum Joanneum GmbH","AT-6","Kleine Zeitung",2,20124,19000
"Universität für Weiterbildung Krems - Donau-Universität Krems","AT-3","Salzburger Nachrichten",2,20124,8168.88
"Universität für Weiterbildung Krems - Donau-Universität Krems","AT-3","Die Presse",2,20124,46881.83
"Universität für Weiterbildung Krems - Donau-Universität Krems","AT-3","kurier.at",2,20124,20000
"Universität für Weiterbildung Krems - Donau-Universität Krems","AT-3","Google Ireland Limited",2,20124,15321.41
"Universität für Weiterbildung Krems - Donau-Universität Krems","AT-3","Der Standard",2,20124,19388.28
"Universität für Weiterbildung Krems - Donau-Universität Krems","AT-3","derstandard.at",2,20124,18045.48
"Universität Graz","AT-6","Die Presse",2,20124,6552.5
"Universität Graz","AT-6","Kleine Zeitung",2,20124,6045.79
"Universität Graz","AT-6","Der Standard",2,20124,10770
"Universität Linz","AT-4","OÖ Nachrichten",2,20124,8567.66
"Universität Linz","AT-4","absolventen.at",2,20124,17266.67
"Universität Linz","AT-4","WIWI Media",2,20124,9835
"Universität Mozarteum Salzburg","AT-5","Salzburger Nachrichten",2,20124,11277
"Universität Salzburg","AT-5","Salzburger Nachrichten",2,20124,31150
"Universität Salzburg","AT-5","ORF Salzburg",2,20124,6000
"Unsere Wasserkraft GmbH & Co KG","AT-9","Kronen Zeitung",2,20124,21170
"Unsere Wasserkraft GmbH & Co KG","AT-9","Heute",2,20124,23227.58
"VERBUND AG","AT-9","Hitradio Ö3",2,20124,154859.04
"VERBUND AG","AT-9","Hit FM",2,20124,5384.3
"VERBUND AG","AT-9","Heute",2,20124,44871.02
"VERBUND AG","AT-9","Google Ireland Limited",2,20124,23320.75
"VERBUND AG","AT-9","GEWINN",2,20124,34061.74
"VERBUND AG","AT-9","FORMAT",2,20124,31982.75
"VERBUND AG","AT-9","Energie Spectrum (D)",2,20124,7159.82
"VERBUND AG","AT-9","Die Presse",2,20124,138099.35
"VERBUND AG","AT-9","Die Ganze Woche",2,20124,10412.5
"VERBUND AG","AT-9","vol.at",2,20124,5379.16
"VERBUND AG","AT-9","tvheute.at",2,20124,5060.06
"VERBUND AG","AT-9","kurier.at",2,20124,6375
"VERBUND AG","AT-9","kununu.com",2,20124,18600
"VERBUND AG","AT-9","kleinezeitung.at",2,20124,8853.6
"VERBUND AG","AT-9","gmx.at",2,20124,11826.22
"VERBUND AG","AT-9","diepresse.com",2,20124,9918.799999999999
"VERBUND AG","AT-9","derstandard.at",2,20124,16910.5
"VERBUND AG","AT-9","Woman",2,20124,23155.62
"VERBUND AG","AT-9","Woche Steiermark",2,20124,11760
"VERBUND AG","AT-9","WirtschaftsBlatt",2,20124,9770.540000000001
"VERBUND AG","AT-9","Wien Live",2,20124,6762
"VERBUND AG","AT-9","Weekend Magazin",2,20124,13244.72
"VERBUND AG","AT-9","VOX",2,20124,38980.16
